start_location,end_location,distance_meters,duration_seconds,duration_minutes,num_steps,directions
omega cluster,yoga shala,1083.5,104.5,1.7,4,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (648m) | Arrive at your destination
omega cluster,k2 ground,891.0,93.9,1.6,4,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (456m) | Arrive at your destination
omega cluster,I1 boys hostel,473.0,74.6,1.2,5,Start heading right (136m) | End of road right (113m) | Turn left (209m) | End of road left (13m) | Arrive at your destination
omega cluster,I2 boys hostel,521.6,81.7,1.4,5,Start heading right (136m) | End of road right (113m) | Turn left (209m) | End of road left (62m) | Arrive at your destination
omega cluster,k2 girls hostel,1170.2,109.3,1.8,4,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (735m) | Arrive at your destination
omega cluster,k3 girls hostel,704.7,108.1,1.8,5,Start heading right (136m) | End of road right (113m) | Turn left (209m) | End of road left (245m) | Arrive at your destination
omega cluster,k4 girls hostel,730.3,111.8,1.9,5,Start heading right (136m) | End of road right (113m) | Turn left (209m) | End of road left (271m) | Arrive at your destination
omega cluster,dh1&2,506.2,78.3,1.3,5,Start heading right (136m) | End of road right (113m) | Turn left (34m) | Turn left (222m) | Arrive at your destination
omega cluster,dh3,573.3,89.1,1.5,5,Start heading right (136m) | End of road right (113m) | Turn left (209m) | End of road left (114m) | Arrive at your destination
omega cluster,dh4,606.2,93.9,1.6,5,Start heading right (136m) | End of road right (113m) | Turn left (209m) | End of road left (147m) | Arrive at your destination
omega cluster,beta cluster,513.6,79.8,1.3,5,Start heading right (136m) | End of road right (113m) | Turn left (209m) | End of road right (54m) | Arrive at your destination
omega cluster,eta cluster,401.3,60.5,1.0,4,Start heading right (136m) | End of road right (113m) | Turn left (151m) | Arrive at your destination
omega cluster,gama cluster,353.7,53.7,0.9,4,Start heading right (136m) | End of road right (113m) | Turn left (104m) | Arrive at your destination
omega cluster,kappa cluster,326.4,52.3,0.9,5,Start heading right (136m) | End of road right (113m) | Turn left (34m) | Turn left (42m) | Arrive at your destination
omega cluster,lambda cluster,193.7,30.1,0.5,3,Start heading right (136m) | End of road right (57m) | Arrive at your destination
omega cluster,mue cluster,91.5,15.4,0.3,3,Start heading right (55m) | Turn right (35m) | Arrive at your destination
omega cluster,nuzvid gate,2145.5,322.1,5.4,8,Start heading left (7m) | Turn left (427m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
omega cluster,sklm gate,63.8,10.5,0.2,3,Start heading left (7m) | Turn left (56m) | Arrive at your destination
nuzvid gate,academic block 1(ab1),242.6,60.0,1.0,3,Start heading straight (130m) | Turn right (111m) | Arrive at your destination
nuzvid gate,academic block2(ab2),249.7,60.0,1.0,2,Start heading straight (249m) | Arrive at your destination
nuzvid gate,academic block 3(ab3),282.8,67.9,1.1,2,Start heading straight (282m) | Arrive at your destination
nuzvid gate,I3 adminstrative block,242.6,60.0,1.0,3,Start heading straight (130m) | Turn right (111m) | Arrive at your destination
nuzvid gate,chancellor office,242.6,60.0,1.0,3,Start heading straight (130m) | Turn right (111m) | Arrive at your destination
nuzvid gate,p1 faculty block,242.6,60.0,1.0,3,Start heading straight (130m) | Turn right (111m) | Arrive at your destination
nuzvid gate,p2 faculty block,242.6,60.0,1.0,3,Start heading straight (130m) | Turn right (111m) | Arrive at your destination
nuzvid gate,p3 faculty block,1162.9,286.4,4.8,4,Start heading right (214m) | End of road left (261m) | End of road left (687m) | Arrive at your destination
nuzvid gate,central library,422.5,101.5,1.7,2,Start heading straight (422m) | Arrive at your destination
nuzvid gate,sac,392.5,94.2,1.6,2,Start heading straight (392m) | Arrive at your destination
nuzvid gate,food court,1139.1,229.9,3.8,6,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (311m) | Arrive at your destination
nuzvid gate,boys mess,1198.3,233.1,3.9,6,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (370m) | Arrive at your destination
nuzvid gate,girls mess,1009.0,222.6,3.7,6,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (181m) | Arrive at your destination
nuzvid gate,sbi,998.9,222.1,3.7,6,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (171m) | Arrive at your destination
nuzvid gate,nuzvid clinic,422.5,101.5,1.7,2,Start heading straight (422m) | Arrive at your destination
nuzvid gate,yoga shala,1062.0,225.6,3.8,6,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (234m) | Arrive at your destination
nuzvid gate,k2 ground,1254.5,236.2,3.9,6,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (427m) | Arrive at your destination
nuzvid gate,I1 boys hostel,1655.4,281.1,4.7,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (227m) | Arrive at your destination
nuzvid gate,I2 boys hostel,1704.0,288.2,4.8,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (276m) | Arrive at your destination
nuzvid gate,k2 girls hostel,975.3,220.8,3.7,6,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (147m) | Arrive at your destination
nuzvid gate,k3 girls hostel,1887.2,314.6,5.2,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (459m) | Arrive at your destination
nuzvid gate,k4 girls hostel,1912.7,318.3,5.3,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (484m) | Arrive at your destination
nuzvid gate,dh1&2,1715.1,289.8,4.8,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (287m) | Arrive at your destination
nuzvid gate,dh3,1755.7,295.6,4.9,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (327m) | Arrive at your destination
nuzvid gate,dh4,1788.6,300.4,5.0,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (360m) | Arrive at your destination
nuzvid gate,beta cluster,1587.3,271.4,4.5,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (159m) | Arrive at your destination
nuzvid gate,eta cluster,1699.6,293.8,4.9,8,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (57m) | Arrive at your destination
nuzvid gate,gama cluster,1747.2,300.6,5.0,8,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (105m) | Arrive at your destination
nuzvid gate,kappa cluster,1894.8,321.3,5.4,8,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (287m) | Turn left (179m) | Arrive at your destination
nuzvid gate,lambda cluster,1907.2,323.7,5.4,9,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (209m) | Turn right (55m) | Arrive at your destination
nuzvid gate,mue cluster,2149.8,328.0,5.5,8,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (317m) | Turn right (121m) | Arrive at your destination
nuzvid gate,omega cluster,2145.5,325.9,5.4,8,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (427m) | Turn right (7m) | Arrive at your destination
nuzvid gate,sklm gate,2081.7,316.5,5.3,7,Start heading right (214m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (371m) | Arrive at your destination
sklm gate,academic block 1(ab1),2324.2,371.6,6.2,8,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sklm gate,academic block2(ab2),2331.4,371.6,6.2,7,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
sklm gate,academic block 3(ab3),2364.5,379.5,6.3,7,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
sklm gate,I3 adminstrative block,2324.2,371.6,6.2,8,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sklm gate,chancellor office,2324.2,371.6,6.2,8,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sklm gate,p1 faculty block,2324.2,371.6,6.2,8,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sklm gate,p2 faculty block,2324.2,371.6,6.2,8,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sklm gate,p3 faculty block,2586.9,441.6,7.4,6,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
sklm gate,central library,2504.1,413.1,6.9,7,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
sklm gate,sac,2474.2,405.8,6.8,7,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
sklm gate,food court,942.6,89.7,1.5,3,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (571m) | Arrive at your destination
sklm gate,boys mess,883.4,86.5,1.4,3,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (512m) | Arrive at your destination
sklm gate,girls mess,1072.7,97.0,1.6,3,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (701m) | Arrive at your destination
sklm gate,sbi,1082.8,97.5,1.6,3,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (711m) | Arrive at your destination
sklm gate,nuzvid clinic,2504.1,413.1,6.9,7,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
sklm gate,yoga shala,1019.7,94.0,1.6,3,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (648m) | Arrive at your destination
sklm gate,k2 ground,827.1,83.4,1.4,3,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (456m) | Arrive at your destination
sklm gate,I1 boys hostel,536.8,84.0,1.4,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (209m) | End of road left (13m) | Arrive at your destination
sklm gate,I2 boys hostel,585.5,91.1,1.5,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (209m) | End of road left (62m) | Arrive at your destination
sklm gate,k2 girls hostel,1106.4,98.8,1.6,3,Start heading right (371m) | Turn left onto Nuzividu - Mylavaram Road (735m) | Arrive at your destination
sklm gate,k3 girls hostel,768.6,117.5,2.0,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (209m) | End of road left (245m) | Arrive at your destination
sklm gate,k4 girls hostel,794.1,121.2,2.0,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (209m) | End of road left (271m) | Arrive at your destination
sklm gate,dh1&2,570.0,87.7,1.5,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (34m) | Turn left (222m) | Arrive at your destination
sklm gate,dh3,637.1,98.5,1.6,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (209m) | End of road left (114m) | Arrive at your destination
sklm gate,dh4,670.0,103.3,1.7,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (209m) | End of road left (147m) | Arrive at your destination
sklm gate,beta cluster,577.5,89.2,1.5,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (209m) | End of road right (54m) | Arrive at your destination
sklm gate,eta cluster,465.1,69.9,1.2,5,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (151m) | Arrive at your destination
sklm gate,gama cluster,417.5,63.1,1.1,5,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (104m) | Arrive at your destination
sklm gate,kappa cluster,390.3,61.7,1.0,6,Start heading left (56m) | Turn right (143m) | End of road right (113m) | Turn left (34m) | Turn left (42m) | Arrive at your destination
sklm gate,lambda cluster,257.5,39.5,0.7,4,Start heading left (56m) | Turn right (143m) | End of road right (57m) | Arrive at your destination
sklm gate,mue cluster,155.4,24.8,0.4,4,Start heading left (56m) | Turn right (62m) | Turn right (35m) | Arrive at your destination
sklm gate,omega cluster,63.8,9.4,0.2,3,Start heading left (56m) | Turn right (7m) | Arrive at your destination
